id,amt_inv,months,interes_rate,score_d,status,sub_status,fecha_liberado,fecha_fondeo,capital_p,interes_p,tax_p,interes_m,tax_m,score,year
103280,250,36,20.9,E1,LIBERADO,AL CORRIENTE,44141,31/10/2020,102.74131,64.11557,10.25849,0,0,E,2020
103352,250,36,20.9,E1,LIBERADO,INCOBRABLE,44138,31/10/2020,82.95084,55.72875,8.9166,0.11878,0.019,E,2020
103451,250,36,21.9,E2,PAGADO,AL CORRIENTE,44152,31/10/2020,250,45.22261,7.23564,0,0,E,2020
103760,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44154,31/10/2020,209.55566,115.49324,18.47891,0,0,D,2020
103841,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44138,31/10/2020,221.37428,126.35008,20.216,0,0,D,2020
103973,500,24,16.9,C3,PAGADO,AL CORRIENTE,44139,31/10/2020,500.00005,54.1977,8.67164,0,0,C,2020
104048,250,36,21.9,E2,PAGADO,AL CORRIENTE,44141,31/10/2020,250,61.7064,9.87303,0,0,E,2020
104208,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44148,31/10/2020,224.36306,71.00179,11.36028,0.44726,0.07155,B,2020
104381,134.4864,36,24.9,F2,LIBERADO,AL CORRIENTE,44137,04/11/2017,56.71505,43.32156,6.93144,2.06917,0.33107,F,2020
104242,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44146,07/11/2020,211.71151,108.84145,17.41462,0,0,D,2020
104289,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44160,07/11/2020,225.5001,113.14096,18.10255,0,0,D,2020
104292,250,36,18.9,D2,LIBERADO,AL CORRIENTE,44159,07/11/2020,104.77784,57.74664,9.23948,0,0,D,2020
104374,500,36,13.9,B3,CANCELADO,AL CORRIENTE,0000-00-00,07/11/2020,0,0,0,0,0,B,#VALUE!
104446,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44144,07/11/2020,229.65,100.0772,16.01236,0,0,C,2020
104497,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44152,07/11/2020,440.3854,166.5108,26.64173,0,0,B,2020
104500,500,24,18.9,D2,LIBERADO,AL CORRIENTE,44145,07/11/2020,353.92235,97.24424,15.55908,0,0,D,2020
104530,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44144,07/11/2020,234.04146,86.48764,13.83802,2.27622,0.3642,B,2020
104218,500,36,13.9,B3,PAGADO,AL CORRIENTE,44166,14/11/2020,500.00006,76.31934,12.21111,0,0,B,2020
104349,500,36,17.9,D1,PAGADO,AL CORRIENTE,44153,14/11/2020,499.99992,55.27722,8.84435,0,0,D,2020
104378,250,36,25.9,F3,LIBERADO,INCOBRABLE,44152,14/11/2020,38.11477,41.34088,6.61453,24.86691,3.97869,F,2020
104711,1000,36,11.9,B1,LIBERADO,AL CORRIENTE,44159,14/11/2020,448.72616,142.00348,22.72055,0,0,B,2020
104776,1000,36,17.9,D1,LIBERADO,AL CORRIENTE,44153,14/11/2020,423.42305,217.68297,34.82926,0,0,D,2020
104874,500,24,19.9,D3,LIBERADO,AL CORRIENTE,44152,14/11/2020,352.86443,102.30521,16.36883,0,0,D,2020
103534,250,36,24.9,F2,LIBERADO,AL CORRIENTE,44161,22/11/2020,98.61185,77.38625,12.38179,0,0,F,2020
104288,1000,36,19.9,D3,LIBERADO,INCOBRABLE,44164,22/11/2020,263.3706,188.09445,30.09512,6.03772,0.96604,D,2020
104793,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44160,22/11/2020,220.19269,83.25535,13.32087,0,0,B,2020
104887,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44159,22/11/2020,440.38539,166.51066,26.6417,0,0,B,2020
105596,250,36,17.9,D1,PAGADO,AL CORRIENTE,44176,07/12/2020,249.99997,33.72502,5.396,0,0,D,2020
105772,500,36,19.9,D3,PAGADO,AL CORRIENTE,44180,07/12/2020,499.99993,87.92947,14.06872,0,0,D,2020
105964,1000,36,19.9,D3,PAGADO,AL CORRIENTE,44181,07/12/2020,999.99999,211.33936,33.8143,0,0,D,2020
106071,1000,36,12.9,B2,PAGADO,AL CORRIENTE,44173,07/12/2020,1000.00011,61.01223,9.76197,0,0,B,2020
106458,99.47229,18,20.9,E1,LIBERADO,INCOBRABLE,44180,17/02/2018,78.41629,16.71444,2.67429,5.85648,0.93704,E,2020
107987,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44221,21/01/2021,373.84788,187.23152,29.95704,0,0,C,2021
108440,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44224,27/01/2021,184.83381,99.63954,15.94232,0,0,D,2021
108497,250,36,24.9,F2,LIBERADO,AL CORRIENTE,44230,27/01/2021,85.45518,70.68419,11.30948,0,0,F,2021
108509,1000,36,18.9,D2,LIBERADO,AL CORRIENTE,44225,27/01/2021,559.25619,204.87447,32.77991,0,0,D,2021
108663,1000,36,12.9,B2,LIBERADO,AL CORRIENTE,44224,27/01/2021,389.91393,142.00983,22.72158,0,0,B,2021
108671,250,36,23.9,F1,CANCELADO,INCOBRABLE,44231,27/01/2021,21.64881,23.96946,3.83509,0.60634,0.09702,F,2021
108603,1000,12,11.9,B1,PAGADO,AL CORRIENTE,44231,01/02/2021,1000.00001,57.09854,9.13577,0,0,B,2021
108646,250,36,26.9,G1,LIBERADO,INCOBRABLE,44231,01/02/2021,48.14718,51.40651,8.22503,0.46237,0.07398,G,2021
108793,250,36,27.9,G2,LIBERADO,AL CORRIENTE,44237,01/02/2021,76.31414,75.73155,12.11706,0,0,G,2021
108842,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44236,01/02/2021,182.75408,105.69308,16.91089,0,0,D,2021
108881,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44236,07/02/2021,632.93008,159.84907,25.57584,0,0,C,2021
109126,500,36,16.9,C3,PAGADO,AL CORRIENTE,44236,07/02/2021,499.99998,79.32083,12.69133,0,0,C,2021
109147,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44237,07/02/2021,171.73682,94.74387,15.15902,0,0,D,2021
109210,1000,36,17.9,D1,LIBERADO,EN MORA,44235,07/02/2021,323.3795,189.4876,30.31803,1.1193,0.17909,D,2021
109215,500,36,18.9,D2,LIBERADO,INCOBRABLE,44238,07/02/2021,23.26356,23.19071,3.71052,36.93872,5.91016,D,2021
109236,500,12,13.9,B3,PAGADO,AL CORRIENTE,44235,07/02/2021,500.00015,38.45874,6.15339,0,0,B,2021
109699,147.135,24,19.9,D3,PAGADO,AL CORRIENTE,44237,19/06/2019,147.13502,18.87375,3.0198,0,0,D,2021
109511,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44243,11/02/2021,169.71344,100.48255,16.07719,0.1448,0.02317,D,2021
109584,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44242,11/02/2021,167.90247,105.66963,16.90714,0,0,D,2021
110103,269.53092,30,16.9,C3,LIBERADO,EN MORA,44245,27/07/2018,120.11449,47.77867,7.64458,0.53017,0.08483,C,2021
110859,1000,36,18.9,D2,LIBERADO,AL CORRIENTE,44263,06/03/2021,339.42688,200.96504,32.1544,0,0,D,2021
111453,332.098,36,19.9,D3,LIBERADO,INCOBRABLE,44267,19/10/2019,17.1255,16.16625,2.5866,24.80492,3.96878,D,2021
111201,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44272,13/03/2021,156.90715,95.06993,15.21117,0,0,D,2021
111225,250,36,20.9,E1,LIBERADO,AL CORRIENTE,44271,13/03/2021,104.10599,54.63737,8.74199,0,0,E,2021
111263,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44271,13/03/2021,155.1582,99.96192,15.99392,0,0,D,2021
111794,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44274,18/03/2021,162.61144,79.43453,12.7095,0,0,C,2021
111816,1000,36,18.9,D2,PAGADO,AL CORRIENTE,44274,18/03/2021,999.99995,46.38145,7.42103,0,0,D,2021
111287,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44279,20/03/2021,321.66048,168.53148,26.96504,0,0,C,2021
111689,250,36,22.9,E3,LIBERADO,EN MORA,44278,22/03/2021,68.6623,54.46904,8.71505,0.3242,0.05187,E,2021
111877,1000,36,13.9,B3,PAGADO,AL CORRIENTE,44278,22/03/2021,1000.00028,129.53501,20.72561,0,0,B,2021
111934,250,36,20.9,E1,LIBERADO,AL CORRIENTE,44279,22/03/2021,76.6135,52.70939,8.43351,0,0,E,2021
112559,250,24,15.9,C2,PAGADO,AL CORRIENTE,44291,01/04/2021,250.00004,12.5766,2.01227,0,0,C,2021
112579,250,36,15.9,C2,LIBERADO,EN MORA,44290,01/04/2021,68.59898,34.98444,5.59753,0.1652,0.02642,C,2021
112624,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44291,01/04/2021,166.60445,68.76818,11.00291,0,0,B,2021
112685,500,24,12.9,B2,LIBERADO,AL CORRIENTE,44291,01/04/2021,273.43344,56.87348,9.09976,0,0,B,2021
113383,98.00292,10,15.9,C2,PAGADO,AL CORRIENTE,44295,12/11/2017,98.00294,7.31989,1.17119,0,0,C,2021
112572,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44298,11/04/2021,296.19257,158.64171,25.38268,0,0,C,2021
113015,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44298,11/04/2021,307.2945,129.53496,20.72561,0,0,B,2021
113546,134.126,36,17.9,D1,LIBERADO,AL CORRIENTE,44298,18/02/2019,39.22035,22.63505,3.62159,0.06568,0.01051,D,2021
113352,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44309,17/04/2021,149.80762,74.78536,11.96565,0,0,C,2021
113544,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44305,17/04/2021,153.64733,64.76753,10.36281,0,0,B,2021
113573,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44305,17/04/2021,157.34066,55.33022,8.85283,0,0,B,2021
113722,1000,36,15.9,C2,PAGADO,AL CORRIENTE,44305,17/04/2021,1000.00046,38.98708,6.23793,0,0,C,2021
113612,500,24,27.9,G2,LIBERADO,AL CORRIENTE,44312,24/04/2021,231.13197,121.01688,19.3627,0,0,G,2021
114123,750,36,13.9,B3,LIBERADO,AL CORRIENTE,44320,24/04/2021,264.07356,97.15116,15.54418,0,0,B,2021
114145,500,24,17.9,D1,PAGADO,AL CORRIENTE,44312,24/04/2021,500.0001,79.6731,12.74771,0,0,D,2021
114412,337.34283,36,0,D2,LIBERADO,AL CORRIENTE,44313,02/12/2018,123.58331,0,0,0.00757,0.00121,D,2021
112800,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44320,01/05/2021,151.72114,69.76575,11.16253,0,0,C,2021
113977,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44320,01/05/2021,157.34072,55.33027,8.85284,0,0,B,2021
114119,250,36,22.9,E3,LIBERADO,AL CORRIENTE,44320,01/05/2021,68.66232,54.46909,8.71505,0,0,E,2021
114166,1000,36,15.9,C2,LIBERADO,AL CORRIENTE,44319,01/05/2021,299.61531,149.57076,23.93133,0,0,C,2021
114503,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44323,01/05/2021,149.80765,74.78544,11.96565,0,0,C,2021
114514,1000,24,13.9,B3,LIBERADO,AL CORRIENTE,44320,01/05/2021,501.91886,116.46399,18.63424,0,0,B,2021
114517,250,36,20.9,E1,LIBERADO,INCOBRABLE,44319,01/05/2021,35.6298,28.66247,4.58599,0,0,E,2021
114543,500,36,14.9,C1,PAGADO,AL CORRIENTE,44322,01/05/2021,500.00005,50.91789,8.14687,0,0,C,2021
114117,250,36,21.9,E2,CANCELADO,AL CORRIENTE,0000-00-00,06/05/2021,0,0,0,0,0,E,#VALUE!
114478,1000,36,19.9,D3,LIBERADO,AL CORRIENTE,44322,06/05/2021,285.30782,188.09502,30.0952,0,0,D,2021
114504,1000,36,16.9,C3,CANCELADO,AL CORRIENTE,0000-00-00,06/05/2021,0,0,0,0,0,C,#VALUE!
114845,250,36,25.9,F3,LIBERADO,AL CORRIENTE,44328,06/05/2021,60.18858,57.90187,9.2643,0.31404,0.05025,F,2021
114945,1000,36,8.9,A1,LIBERADO,AL CORRIENTE,44326,08/05/2021,299.72561,76.97073,12.31531,0,0,A,2021
114974,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44327,08/05/2021,296.19258,158.64185,25.3827,0,0,C,2021
114989,1000,36,12.9,B2,LIBERADO,AL CORRIENTE,44326,08/05/2021,285.05403,112.87054,18.05928,0,0,B,2021
114129,1500,36,16.9,C3,LIBERADO,AL CORRIENTE,44333,15/05/2021,406.70006,222.59988,35.61598,0,0,C,2021
114884,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44331,15/05/2021,65.19259,43.96472,7.03436,0,0,D,2021
114930,500,24,14.9,C1,LIBERADO,AL CORRIENTE,44334,15/05/2021,228.60648,59.35775,9.49723,0,0,C,2021
115170,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44335,15/05/2021,131.98092,83.6532,13.38452,0,0,D,2021
115179,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44334,15/05/2021,420.39065,130.5694,20.89112,1.16505,0.1864,C,2021
115257,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44335,15/05/2021,271.13337,148.39993,23.74399,0,0,C,2021
115262,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44335,15/05/2021,281.72298,121.23765,19.39801,0,0,B,2021
115322,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44333,15/05/2021,65.19267,43.9647,7.03435,0,0,D,2021
115357,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44335,15/05/2021,131.98091,83.65315,13.38452,0.13028,0.02084,D,2021
115748,219.26068,40,19.9,D3,LIBERADO,INCOBRABLE,44335,17/10/2020,23.25178,20.83407,3.33344,0,0,D,2021
115417,250,36,23.9,F1,LIBERADO,AL CORRIENTE,44348,26/05/2021,61.8012,53.30701,8.52912,0,0,F,2021
115562,500,24,19.9,D3,PAGADO,AL CORRIENTE,44344,26/05/2021,500.00002,75.02126,12.0034,0,0,D,2021
115815,1000,36,15.9,C2,LIBERADO,AL CORRIENTE,44348,26/05/2021,274.39589,139.93784,22.39006,0.57183,0.09149,C,2021
116081,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44354,26/05/2021,135.56668,74.19997,11.872,0,0,C,2021
116117,250,36,23.9,F1,LIBERADO,AL CORRIENTE,44348,26/05/2021,61.80124,53.30708,8.52913,0,0,F,2021
116122,1000,24,16.9,C3,LIBERADO,AL CORRIENTE,44347,26/05/2021,451.6458,134.9378,21.59005,0,0,C,2021
116151,500,36,21.9,E2,LIBERADO,AL CORRIENTE,44344,26/05/2021,126.87985,97.4806,15.5969,0,0,E,2021
116167,250,24,26.9,G1,LIBERADO,AL CORRIENTE,44343,26/05/2021,105.89999,54.91124,8.78578,0,0,G,2021
116231,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44347,26/05/2021,213.40035,81.7966,13.08745,0,0,D,2021
116187,1000,36,18.9,D2,LIBERADO,AL CORRIENTE,44347,29/05/2021,263.96182,167.30636,26.76903,0,0,D,2021
117670,500,24,17.9,D1,PAGADO,AL CORRIENTE,44376,27/06/2021,499.99999,46.72306,7.47569,0,0,D,2021
117954,250,24,18.9,D2,LIBERADO,AL CORRIENTE,44376,27/06/2021,101.21072,35.68953,5.71031,0,0,D,2021
118034,250,24,20.9,E1,LIBERADO,AL CORRIENTE,44376,27/06/2021,99.85774,39.54096,6.32655,0,0,E,2021
118444,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44376,27/06/2021,253.01064,121.29648,19.40744,0,0,C,2021
118665,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44384,02/07/2021,304.0303,135.3,21.64799,0,0,C,2021
118818,500,36,15.9,C2,LIBERADO,EN MORA,44382,02/07/2021,88.64294,54.24709,8.67953,4.72298,0.75567,C,2021
118819,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44384,02/07/2021,253.0104,121.2966,19.40745,0,0,C,2021
118869,1000,36,16.9,C3,LIBERADO,AL CORRIENTE,44383,02/07/2021,246.4761,137.8116,22.04985,0,0,C,2021
118872,1000,24,17.9,D1,LIBERADO,AL CORRIENTE,44382,02/07/2021,407.70344,134.69201,21.55071,0,0,D,2021
118955,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44382,02/07/2021,128.23227,81.29446,13.00711,1.13042,0.18087,D,2021
119004,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44382,02/07/2021,128.24469,56.32444,9.01191,0,0,B,2021
119459,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44389,10/07/2021,112.54948,59.84376,9.57499,0,0,C,2021
119505,1000,36,15.9,C2,CANCELADO,AL CORRIENTE,0000-00-00,10/07/2021,0,0,0,0,0,C,#VALUE!
119702,622.37173,30,15.9,C2,CANCELADO,AL CORRIENTE,44389,26/01/2020,157.77064,66.19784,10.59165,0,0,C,2021
119976,250,36,23.9,F1,LIBERADO,AL CORRIENTE,44396,16/07/2021,50.29015,45.46637,7.27462,0.11804,0.01889,F,2021
119763,250,36,25.9,F3,LIBERADO,AL CORRIENTE,44396,16/07/2021,48.87916,49.35324,7.89652,0.08917,0.01427,F,2021
119792,1000,36,11.9,B1,LIBERADO,AL CORRIENTE,44396,16/07/2021,237.85663,88.74924,14.19988,0,0,B,2021
119870,1000,36,15.9,C2,LIBERADO,AL CORRIENTE,44396,16/07/2021,225.09934,119.68733,19.14997,0,0,C,2021
120308,195.24,26,17.9,D1,LIBERADO,AL CORRIENTE,44398,07/09/2020,65.0043,24.89225,3.98275,0,0,D,2021
120296,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44403,24/07/2021,111.10716,63.4412,10.1506,0,0,C,2021
120301,250,36,12.9,B2,LIBERADO,AL CORRIENTE,44404,24/07/2021,58.6365,24.16103,3.86576,0,0,B,2021
120397,500,36,9.9,A2,LIBERADO,AL CORRIENTE,44407,24/07/2021,122.11037,36.91141,5.90581,0,0,A,2021
120459,1000,24,15.9,C2,LIBERADO,AL CORRIENTE,44403,24/07/2021,372.66586,111.11859,17.77898,0,0,C,2021
119913,500,36,24.9,F2,LIBERADO,AL CORRIENTE,44403,24/07/2021,99.0885,95.0194,15.20309,0,0,F,2021
120400,250,36,27.9,G2,LIBERADO,AL CORRIENTE,44403,24/07/2021,47.4226,53.46485,8.55439,0,0,G,2021
120363,1000,36,19.9,D3,LIBERADO,AL CORRIENTE,44407,29/07/2021,213.07382,150.19995,24.03198,0,0,D,2021
120619,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44407,29/07/2021,228.3303,111.71729,17.87477,0,0,C,2021
121219,142.52,3,0,G2,PAGADO,AL CORRIENTE,44412,29/04/2017,142.52,0,0,0,0,G,2021
121082,250,36,24.9,F2,LIBERADO,AL CORRIENTE,44417,05/08/2021,49.54422,47.50975,7.60157,0,0,F,2021
121306,1000,36,12.9,B2,LIBERADO,AL CORRIENTE,44424,07/08/2021,209.75883,88.62857,14.18057,0,0,B,2021
121192,250,36,16.9,C3,LIBERADO,AL CORRIENTE,44419,10/08/2021,49.58537,28.90444,4.62471,0,0,C,2021
121192,750,36,16.9,C3,LIBERADO,AL CORRIENTE,44419,10/08/2021,148.75608,86.71329,13.87413,0,0,C,2021
121385,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44419,10/08/2021,94.94864,68.39567,10.9433,0.16538,0.02646,D,2021
121046,250,24,14.9,C1,LIBERADO,AL CORRIENTE,44424,13/08/2021,83.8635,23.86596,3.81854,0,0,C,2021
121798,250,36,15.9,C2,LIBERADO,AL CORRIENTE,44425,17/08/2021,50.25239,27.27009,4.36323,0,0,C,2021
121601,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44426,17/08/2021,47.4743,34.1978,5.47166,0,0,D,2021
121028,1000,24,13.9,B3,LIBERADO,AL CORRIENTE,44427,18/08/2021,338.1341,88.6879,14.19007,0,0,B,2021
121895,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44428,18/08/2021,207.01902,94.61195,15.1379,0,0,B,2021
122015,500,36,16.9,C3,PAGADO,AL CORRIENTE,44431,18/08/2021,500.00003,63.44119,10.1506,0,0,C,2021
122051,250,36,15.9,C2,LIBERADO,AL CORRIENTE,44428,20/08/2021,155.31806,24.3338,3.8934,0,0,C,2021
121702,250,36,14.9,C1,PAGADO,AL CORRIENTE,44431,20/08/2021,249.99999,25.45894,4.07342,0,0,C,2021
122057,250,36,14.9,C1,CANCELADO,AL CORRIENTE,0000-00-00,27/08/2021,0,0,0,0,0,C,#VALUE!
122331,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44440,27/08/2021,47.47429,34.19784,5.47167,0,0,D,2021
122496,500,36,21.9,E2,LIBERADO,AL CORRIENTE,44439,28/08/2021,92.1057,75.74341,12.11895,0,0,E,2021
122537,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44438,28/08/2021,204.00063,101.83576,16.29371,0,0,C,2021
122573,500,24,22.9,E3,LIBERADO,AL CORRIENTE,44438,28/08/2021,157.59125,74.16052,11.86569,0,0,E,2021
122681,350.37713,62,0,G2,LIBERADO,AL CORRIENTE,44438,18/03/2017,34.85864,0,0,0,0,G,2021
122902,250,36,14.9,C1,LIBERADO,AL CORRIENTE,44442,03/09/2021,51.00016,25.45895,4.07343,0,0,C,2021
122939,250,36,18.9,D2,LIBERADO,AL CORRIENTE,44448,04/09/2021,48.12316,32.55069,5.20813,0,0,D,2021
122939,250,36,18.9,D2,LIBERADO,AL CORRIENTE,44448,04/09/2021,48.12316,32.55069,5.20813,0,0,D,2021
122981,500,36,20.9,E1,LIBERADO,INCOBRABLE,44445,04/09/2021,0,0,0,0,0,E,2021
123210,230.31904,6,18.9,D2,PAGADO,AL CORRIENTE,44446,19/10/2019,230.31908,9.15446,1.46471,0.006,0.00096,D,2021
123075,250,36,16.9,C3,LIBERADO,AL CORRIENTE,44447,08/09/2021,49.58537,28.90442,4.6247,0,0,C,2021
123218,250,36,15.9,C2,PAGADO,AL CORRIENTE,44452,09/09/2021,250.00005,12.8535,2.05656,0,0,C,2021
121476,250,36,14.9,C1,CANCELADO,AL CORRIENTE,0000-00-00,09/09/2021,0,0,0,0,0,C,#VALUE!
121476,250,36,14.9,C1,CANCELADO,AL CORRIENTE,0000-00-00,09/09/2021,0,0,0,0,0,C,#VALUE!
123218,250,36,15.9,C2,PAGADO,AL CORRIENTE,44452,09/09/2021,250.00005,12.8535,2.05656,0,0,C,2021
123223,250,36,16.9,C3,LIBERADO,AL CORRIENTE,44452,12/09/2021,43.7129,26.00572,4.16091,1.1661,0.18658,C,2021
123561,565.41018,36,11.9,B1,LIBERADO,AL CORRIENTE,44452,19/10/2019,120.33554,45.76723,7.32275,0.01446,0.00231,B,2021
122929,250,36,14.9,C1,LIBERADO,AL CORRIENTE,44460,14/09/2021,45.00407,22.91416,3.66626,0,0,C,2021
123415,250,36,15.9,C2,PAGADO,AL CORRIENTE,44456,15/09/2021,250,18.84691,3.01551,0,0,C,2021
123587,250,36,18.9,D2,LIBERADO,AL CORRIENTE,44456,15/09/2021,42.38015,29.27531,4.68407,0,0,D,2021
