id,amt_inv,months,interes_rate,score_d,status,sub_status,fecha_liberado,fecha_fondeo,capital_p,interes_p,tax_p,interes_m,tax_m,score,year
123625,250,24,17.9,D1,LIBERADO,AL CORRIENTE,44459,16/09/2021,74.39088,26.60638,4.25703,0,0,D,2021
123533,250,24,19.9,D3,LIBERADO,AL CORRIENTE,44466,16/09/2021,71.02298,29.10633,4.65702,0,0,D,2021
123806,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44461,18/09/2021,41.78933,30.75158,4.92026,0,0,D,2021
123463,250,36,23.9,F1,PAGADO,AL CORRIENTE,44462,18/09/2021,250,28.47571,4.5561,0,0,F,2021
123619,250,36,20.9,E1,LIBERADO,AL CORRIENTE,44459,18/09/2021,41.13928,32.39539,5.18326,0,0,E,2021
123806,250,36,19.9,D3,LIBERADO,AL CORRIENTE,44461,18/09/2021,41.78933,30.75158,4.92026,0,0,D,2021
123188,500,36,13.9,B3,LIBERADO,EN MORA,44461,19/09/2021,66.04048,32.73269,5.23723,3.01241,0.48199,B,2021
123769,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44461,21/09/2021,83.57862,61.5031,9.8405,0,0,D,2021
123797,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44463,22/09/2021,106.3813,50.63606,8.10177,0,0,C,2021
124209,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44466,25/09/2021,86.08625,55.27718,8.84434,0,0,D,2021
124112,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44466,25/09/2021,86.08626,55.27717,8.84434,0,0,D,2021
124112,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44466,25/09/2021,86.08626,55.27717,8.84434,0,0,D,2021
124274,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44468,29/09/2021,86.08626,55.27721,8.84435,0,0,D,2021
124511,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44469,29/09/2021,84.76033,58.55063,9.36809,0,0,D,2021
124699,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44473,02/10/2021,83.57859,61.50316,9.84051,0.00423,0.00068,D,2021
124595,500,36,18.9,D2,PAGADO,AL CORRIENTE,44476,06/10/2021,499.99997,15.61913,2.49906,0,0,D,2021
124749,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44477,06/10/2021,83.57862,61.50319,9.84052,0,0,D,2021
124847,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44477,06/10/2021,88.64293,49.07903,7.85263,0,0,C,2021
125003,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44476,07/10/2021,83.57851,61.50321,9.84051,0,0,D,2021
125311,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44484,14/10/2021,76.96087,43.46277,6.95404,0,0,C,2021
125401,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44484,15/10/2021,78.18608,40.59205,6.49473,0,0,C,2021
125373,500,36,17.9,D1,PAGADO,AL CORRIENTE,44487,16/10/2021,499.99994,29.46246,4.71399,0,0,D,2021
125510,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44487,16/10/2021,74.66855,48.93387,7.82942,0,0,D,2021
125745,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44488,19/10/2021,83.57864,61.50318,9.84051,0,0,D,2021
125546,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44490,20/10/2021,75.86923,46.0517,7.36828,0,0,C,2021
125755,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44491,20/10/2021,74.66855,48.93388,7.82941,0,0,D,2021
125973,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44494,23/10/2021,80.54924,35.15466,5.62474,0,0,B,2021
125586,1000,24,9.9,A2,LIBERADO,AL CORRIENTE,44495,25/10/2021,268.37827,51.3528,8.21645,0,0,A,2021
126058,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44495,25/10/2021,156.37213,81.18414,12.98946,0,0,C,2021
125582,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44495,26/10/2021,181.51976,47.28352,7.56535,0,0,D,2021
125991,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44497,26/10/2021,75.86923,46.0517,7.36828,0,0,C,2021
126351,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44501,28/10/2021,74.66855,48.93391,7.82942,0.15097,0.02415,D,2021
126491,500,24,18.9,D2,LIBERADO,AL CORRIENTE,44501,31/10/2021,124.10295,49.48402,7.91744,0,0,D,2021
126644,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44503,03/11/2021,73.48076,52.25731,8.36116,0,0,D,2021
126381,500,24,19.9,D3,LIBERADO,AL CORRIENTE,44508,06/11/2021,123.08612,51.9741,8.31586,0,0,D,2021
127281,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44519,13/11/2021,63.44495,42.42319,6.78771,0,0,D,2021
127314,500,24,19.9,D3,PAGADO,AL CORRIENTE,44516,13/11/2021,500.00026,24.40532,3.90485,0,0,D,2021
127368,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44516,13/11/2021,81.04356,45.68866,7.3102,0,0,D,2021
127296,500,12,19.9,D3,LIBERADO,AL CORRIENTE,44522,18/11/2021,235.75195,40.11631,6.41862,0,0,D,2021
127569,500,36,9.9,A2,LIBERADO,AL CORRIENTE,44519,19/11/2021,71.86203,23.3574,3.73719,0,0,A,2021
127651,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44519,19/11/2021,64.49804,39.93214,6.38915,0,0,C,2021
127336,1000,36,15.9,C2,PAGADO,AL CORRIENTE,44526,25/11/2021,999.99984,75.38775,12.06204,0,0,C,2021
128198,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44526,25/11/2021,63.44498,42.42321,6.7877,0,0,D,2021
128296,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44529,27/11/2021,62.40387,44.91845,7.18694,0,0,D,2021
128668,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44536,03/12/2021,62.40387,44.91842,7.18694,0,0,D,2021
128304,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44544,07/12/2021,50.73769,39.73167,6.35707,0,0,D,2021
129049,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44540,10/12/2021,50.73771,39.73167,6.35706,0,0,D,2021
129233,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44550,17/12/2021,54.11528,37.8434,6.05493,0,0,D,2021
128974,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44551,18/12/2021,54.12571,31.7745,5.08392,0,0,C,2021
130111,500,36,13.9,B3,LIBERADO,EN MORA,44561,31/12/2021,21.94259,11.42583,1.82814,0,0,B,2021
130096,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44565,04/01/2022,53.30921,33.65536,5.38485,0,0,C,2022
130411,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44566,04/01/2022,53.30923,33.65538,5.38487,0,0,C,2022
130535,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44567,06/01/2022,54.12575,31.77449,5.08391,0,0,C,2022
130522,500,24,12.9,B2,LIBERADO,AL CORRIENTE,44568,07/01/2022,92.2441,24.97633,3.99621,0,0,B,2022
130590,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44571,08/01/2022,70.50823,32.93709,5.26994,0,0,C,2022
130636,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44571,08/01/2022,55.04316,29.68746,4.74999,0,0,C,2022
130718,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44573,11/01/2022,55.9714,27.60342,4.41654,0,0,B,2022
130879,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44574,13/01/2022,44.47716,22.34127,3.5746,0,0,B,2022
130673,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44575,14/01/2022,43.71753,24.02326,3.84372,0,0,C,2022
131062,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44578,15/01/2022,46.73288,17.47446,2.79591,0,0,A,2022
131209,500,36,8.9,A1,LIBERADO,AL CORRIENTE,44580,19/01/2022,48.25332,14.2948,2.28717,0,0,A,2022
131380,500,24,18.9,D2,LIBERADO,AL CORRIENTE,44581,20/01/2022,68.98172,29.94404,4.79105,0,0,D,2022
131314,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44582,21/01/2022,43.71755,24.02326,3.84371,0,0,C,2022
131243,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44585,22/01/2022,43.71749,24.02321,3.84372,0,0,C,2022
131461,500,12,21.9,E2,PAGADO,AL CORRIENTE,44585,22/01/2022,499.99993,25.36927,4.05908,0,0,E,2022
131611,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44586,25/01/2022,43.71754,24.02325,3.84371,0,0,C,2022
131320,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44588,26/01/2022,42.96717,25.70702,4.11313,0,0,C,2022
131685,500,36,8.9,A1,LIBERADO,AL CORRIENTE,44588,27/01/2022,48.25332,14.2948,2.28717,0,0,A,2022
131698,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44588,27/01/2022,41.56712,28.91099,4.62576,0,0,D,2022
131581,250,36,25.9,F3,LIBERADO,AL CORRIENTE,44592,29/01/2022,18.11699,20.97808,3.35649,0,0,F,2022
131960,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44594,01/02/2022,288.77018,17.71403,2.83425,0,0,D,2022
130421,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44600,02/02/2022,45.16882,20.82916,3.33266,0,0,B,2022
132133,500,36,19.9,D3,PAGADO,AL CORRIENTE,44595,03/02/2022,499.99997,30.44705,4.87154,0,0,D,2022
130703,500,36,13.9,B3,CANCELADO,AL CORRIENTE,0000-00-00,05/02/2022,0,0,0,0,0,B,#VALUE!
132186,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44601,05/02/2022,29.86193,24.3396,3.89434,0,0,D,2022
132196,500,24,16.9,C3,LIBERADO,AL CORRIENTE,44601,09/02/2022,70.46179,26.63827,4.26212,0,0,C,2022
130858,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44602,10/02/2022,31.46705,20.64019,3.30244,0,0,C,2022
132278,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44603,10/02/2022,33.13488,16.9482,2.71171,0,0,B,2022
132476,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44602,10/02/2022,43.71749,24.02323,3.84372,0,0,C,2022
132547,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44606,12/02/2022,30.90649,21.915,3.5064,0,0,D,2022
132600,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44607,15/02/2022,31.46708,20.64016,3.30243,0,0,C,2022
132633,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44608,15/02/2022,41.56715,28.91101,4.62575,0,0,D,2022
132829,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44613,18/02/2022,29.86193,24.3396,3.89434,0,0,D,2022
132957,273.741,80,0,F1,LIBERADO,AL CORRIENTE,44610,27/01/2021,8,0,0,0,0,F,2022
131229,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44615,19/02/2022,34.86594,13.2642,2.12227,0,0,A,2022
132893,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44613,19/02/2022,30.35339,23.19077,3.71053,0,0,D,2022
132963,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44613,20/02/2022,34.26188,14.53362,2.32538,0,0,B,2022
132500,500,36,14.9,C1,PAGADO,AL CORRIENTE,44616,23/02/2022,500.00002,12.28102,1.96496,0,0,C,2022
133003,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44615,23/02/2022,32.55265,18.22045,2.91527,0,0,C,2022
133086,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44615,23/02/2022,30.90643,21.91505,3.5064,0,0,D,2022
133179,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44616,23/02/2022,34.86597,13.26421,2.12227,0,0,A,2022
133204,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44616,23/02/2022,33.13488,16.94823,2.71172,0,0,B,2022
133078,500,36,24.9,F2,LIBERADO,AL CORRIENTE,44620,25/02/2022,27.29056,30.60582,4.89693,0,0,F,2022
133418,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44621,25/02/2022,66.26973,33.89643,5.42343,0,0,B,2022
133467,1000,36,13.9,B3,LIBERADO,AL CORRIENTE,44620,25/02/2022,66.26978,33.89645,5.42343,0,0,B,2022
133180,500,36,21.9,E2,LIBERADO,AL CORRIENTE,44620,25/02/2022,28.7912,26.89497,4.30319,0,0,E,2022
132381,500,36,14.9,C1,CANCELADO,AL CORRIENTE,0000-00-00,01/03/2022,0,0,0,0,0,C,#VALUE!
133469,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44621,01/03/2022,31.46705,20.64017,3.30243,0,0,C,2022
133569,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44621,01/03/2022,33.66532,15.80403,2.52865,0,0,B,2022
133862,500,36,16.9,C3,LIBERADO,EN MORA,44622,02/03/2022,10.3199,7.02585,1.12414,0,0,C,2022
133999,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44627,04/03/2022,29.86196,24.33959,3.89434,0,0,D,2022
134026,500,36,22.9,E3,LIBERADO,AL CORRIENTE,44627,04/03/2022,28.31893,28.04594,4.48735,0,0,E,2022
133776,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44628,04/03/2022,20.42713,14.76277,2.36204,0,0,D,2022
133912,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44627,04/03/2022,29.86192,24.33961,3.89434,0,0,D,2022
133913,500,24,14.9,C1,LIBERADO,AL CORRIENTE,44627,04/03/2022,53.52885,17.9625,2.874,0,0,C,2022
134065,500,24,16.9,C3,LIBERADO,AL CORRIENTE,44629,08/03/2022,34.66129,13.81017,2.20963,0,0,C,2022
134062,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44631,09/03/2022,30.35339,23.19073,3.71052,0,0,D,2022
134246,500,36,17.9,D1,LIBERADO,EN MORA,44637,10/03/2022,0,0,0,0,0,D,2022
134255,250,36,24.9,F2,LIBERADO,AL CORRIENTE,44635,10/03/2022,8.98813,10.29566,1.6473,0,0,F,2022
134316,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44630,10/03/2022,21.94256,11.42581,1.82813,0,0,B,2022
134060,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44634,12/03/2022,21.54625,12.28102,1.96496,0,0,C,2022
134423,500,24,11.9,B1,LIBERADO,AL CORRIENTE,44634,12/03/2022,36.62786,9.73328,1.55732,0,0,B,2022
134060,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44634,13/03/2022,21.54625,12.28102,1.96496,0,0,C,2022
134517,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44635,15/03/2022,21.54626,12.28103,1.96496,0,0,C,2022
134575,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44636,15/03/2022,20.05153,15.6191,2.49906,0,0,D,2022
134376,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44636,16/03/2022,20.42715,14.7628,2.36204,0,0,D,2022
134692,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44642,18/03/2022,33.66534,15.80403,2.52865,0,0,B,2022
134773,500,24,8.9,A1,LIBERADO,AL CORRIENTE,44642,18/03/2022,37.85483,7.27408,1.16385,0,0,A,2022
134992,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44643,23/03/2022,19.71807,16.39,2.6224,0,0,D,2022
135014,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44645,24/03/2022,21.54625,12.28102,1.96496,0,0,C,2022
135046,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44645,25/03/2022,21.15531,13.13651,2.10184,0,0,C,2022
135069,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44645,25/03/2022,21.15528,13.1365,2.10184,0,0,C,2022
135187,464.60207,30,15.9,C2,LIBERADO,AL CORRIENTE,44645,26/01/2020,24.79078,12.17272,1.94763,0,0,C,2022
134584,500,36,15.9,C2,PAGADO,AL CORRIENTE,44649,26/03/2022,499.99995,19.49365,3.11899,0,0,C,2022
135093,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44649,26/03/2022,22.30387,10.65643,1.70503,0,0,B,2022
135126,500,24,10.9,A3,LIBERADO,AL CORRIENTE,44648,26/03/2022,37.04764,8.88493,1.42159,0,0,A,2022
135185,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44649,29/03/2022,20.05157,15.61913,2.49906,0,0,D,2022
135276,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44658,31/03/2022,20.05156,15.61913,2.49906,0,0,D,2022
135407,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44652,31/03/2022,21.15529,13.1365,2.10184,0,0,C,2022
135520,500,12,12.9,B2,LIBERADO,AL CORRIENTE,44655,02/04/2022,110.03815,10.35692,1.65711,0,0,B,2022
135405,500,24,18.9,D2,LIBERADO,AL CORRIENTE,44656,05/04/2022,33.86545,15.51115,2.48178,0,0,D,2022
135413,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44656,05/04/2022,35.6372,10.65643,1.70503,0,0,B,2022
135514,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44656,05/04/2022,20.42718,14.76282,2.36206,0,0,D,2022
134468,500,36,22.9,E3,LIBERADO,AL CORRIENTE,44658,06/04/2022,18.6722,18.8758,3.02013,0,0,E,2022
135696,500,36,22.9,E3,LIBERADO,AL CORRIENTE,44664,06/04/2022,9.23407,9.52586,1.52414,0,0,E,2022
135249,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44658,07/04/2022,22.71041,9.80187,1.5683,0,0,B,2022
135745,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44664,07/04/2022,10.12598,7.45689,1.1931,0,0,D,2022
135385,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44659,08/04/2022,20.26855,23.19074,3.71052,0,0,D,2022
135694,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44663,08/04/2022,9.93489,7.88792,1.26207,0,0,D,2022
135837,500,24,18.9,D2,PAGADO,AL CORRIENTE,44659,08/04/2022,499.9999,15.5111,2.48177,0,0,D,2022
135905,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44662,09/04/2022,11.2903,4.9569,0.7931,0,0,B,2022
135598,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44669,14/04/2022,9.7653,8.27585,1.32414,0,0,D,2022
136184,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44669,15/04/2022,11.29028,4.95691,0.7931,0,0,B,2022
136033,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44672,19/04/2022,10.69612,6.2069,0.9931,0,0,C,2022
136381,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44671,19/04/2022,9.7653,8.27587,1.32414,0,0,D,2022
136323,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44672,20/04/2022,9.93488,7.88793,1.26207,0,0,D,2022
136448,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44672,20/04/2022,9.93488,7.88792,1.26207,0,0,D,2022
135534,500,12,9.9,A2,LIBERADO,AL CORRIENTE,44678,27/04/2022,39.5122,4.13793,0.66207,0,0,A,2022
136526,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44679,28/04/2022,10.49683,6.63793,1.06207,0,0,C,2022
137079,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44683,29/04/2022,10.31988,7.02587,1.12414,0,0,C,2022
136758,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44683,30/04/2022,9.7653,8.27586,1.32414,0,0,D,2022
136766,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44685,02/05/2022,105.78462,8.27585,1.32414,0,0,D,2022
137392,1000,36,22.9,E3,LIBERADO,AL CORRIENTE,44684,02/05/2022,18.46815,19.0517,3.04827,0,0,E,2022
137682,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44685,04/05/2022,10.49683,6.63793,1.06207,0,0,C,2022
137569,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44687,05/05/2022,10.126,7.45688,1.1931,0,0,D,2022
139161,500,24,14.9,C1,LIBERADO,AL CORRIENTE,44690,07/05/2022,246.97722,9.60742,1.53719,0,0,C,2022
138736,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44692,11/05/2022,0,0,0,0,0,C,2022
140134,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44697,13/05/2022,0,0,0,0,0,B,2022
140190,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44694,13/05/2022,0,0,0,0,0,D,2022
140023,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44697,14/05/2022,0,0,0,0,0,B,2022
140491,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44697,14/05/2022,0,0,0,0,0,C,2022
140643,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44698,14/05/2022,0,0,0,0,0,D,2022
140869,1000,36,14.9,C1,LIBERADO,AL CORRIENTE,44699,16/05/2022,32.50333,12.41378,1.9862,0,0,C,2022
140985,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44698,17/05/2022,0,0,0,0,0,D,2022
141841,500,36,14.9,C1,LIBERADO,AL CORRIENTE,44699,18/05/2022,0,0,0,0,0,C,2022
141734,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44700,19/05/2022,0,0,0,0,0,D,2022
141921,500,36,13.9,B3,LIBERADO,AL CORRIENTE,44701,20/05/2022,0,0,0,0,0,B,2022
142254,500,36,8.9,A1,LIBERADO,AL CORRIENTE,44705,20/05/2022,0,0,0,0,0,A,2022
142458,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44701,20/05/2022,0,0,0,0,0,A,2022
142138,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44704,21/05/2022,0,0,0,0,0,D,2022
142245,500,36,12.9,B2,LIBERADO,AL CORRIENTE,44705,21/05/2022,0,0,0,0,0,B,2022
142478,500,24,16.9,C3,LIBERADO,AL CORRIENTE,44704,21/05/2022,0,0,0,0,0,C,2022
142769,500,36,9.9,A2,LIBERADO,AL CORRIENTE,44705,24/05/2022,0,0,0,0,0,A,2022
142932,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44708,26/05/2022,0,0,0,0,0,A,2022
143699,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44711,28/05/2022,0,0,0,0,0,D,2022
143877,500,36,17.9,D1,LIBERADO,AL CORRIENTE,44713,01/06/2022,0,0,0,0,0,D,2022
144214,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44713,01/06/2022,0,0,0,0,0,D,2022
145944,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44713,01/06/2022,0,0,0,0,0,D,2022
146129,500,24,15.9,C2,LIBERADO,AL CORRIENTE,44713,01/06/2022,0,0,0,0,0,C,2022
146152,500,24,15.9,C2,LIBERADO,AL CORRIENTE,44713,01/06/2022,0,0,0,0,0,C,2022
146522,500,36,11.9,B1,LIBERADO,AL CORRIENTE,44714,02/06/2022,0,0,0,0,0,B,2022
143645,500,36,15.9,C2,LIBERADO,AL CORRIENTE,44718,03/06/2022,0,0,0,0,0,C,2022
147072,500,36,18.9,D2,LIBERADO,AL CORRIENTE,44715,03/06/2022,0,0,0,0,0,D,2022
147177,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44719,04/06/2022,0,0,0,0,0,A,2022
147251,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44718,04/06/2022,0,0,0,0,0,C,2022
147177,500,36,10.9,A3,LIBERADO,AL CORRIENTE,44719,04/06/2022,0,0,0,0,0,A,2022
147251,500,36,16.9,C3,LIBERADO,AL CORRIENTE,44718,04/06/2022,0,0,0,0,0,C,2022
147906,500,36,19.9,D3,LIBERADO,AL CORRIENTE,44720,08/06/2022,0,0,0,0,0,D,2022
